Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death Consolidated,Cause of Death,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Lat,Long
44104,US-Mexico Border,21/01/2018,2018,Jan,5,,5,,,5,,Exposure,Exposure,South Texas Human Rights Center,,Northern Africa,2,20.342052,27.022494
50849,North Africa,21/01/2018,2018,Jan,3,,3,,1,1,,Exposure,"Harsh weather/lack of adequate shelter, Vehicle Accident",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,19.635357,27.103536
44106,Mediterranean,21/01/2018,2018,Jan,1,,1,,,1,,Drowning,Presumed drowning,IOM Libya,,Western Africa,2,18.9951,12.892
50848,North Africa,21/01/2018,2018,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Northern America,5,26.8697147,-97.6982272
50850,Sub-Saharan Africa,21/01/2018,2018,Jan,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Northern America,4,27.1941061,-98.0548259
51478,US-Mexico Border,21/01/2018,2018,Jan,1,,1,,,,,Unknown,Unknown,Kenedy County Sheriff's Office,Central Mediterranean,Uncategorized,4,32.7912611,13.7360765
44103,Mediterranean,20/01/2018,2018,Jan,2,,2,34,,,,Drowning,Drowning,"Salvamento Marítimo, Caminando Fronteras, eldiario.es, Público",Western Mediterranean,Uncategorized,5,35.9405764,-3.121201466
44105,Europe,20/01/2018,2018,Jan,1,,1,,,1,,Train,Hit by train,"Servizio Informazione Religiosa, Radiotelevisione svizzera, Ticinonews",,Western Europe,3,45.8484251,9.0077495
50847,North Africa,20/01/2018,2018,Jan,2,,2,,,2,,Suffocation,"Suffocation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Northern America,4,27.1144162,-98.4270255
45796,US-Mexico Border,20/01/2018,2018,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),South Texas Human Rights Center,,Northern Africa,2,19.827565,33.345944
44651,US-Mexico Border,19/01/2018,2018,Jan,1,,1,,,1,,Exposure,Exposure,KFOX14,Central America to US,Northern America,5,32.014058,-112.1044063
44102,Middle East,19/01/2018,2018,Jan,16,,16,6,8,6,2,Hypothermia,Hypothermia,"UNHCR, The National, The Daily Star Lebanon, AFP, Anadolu Agency, EFE",Central America to US,Northern America,1,31.44346187,-105.9942578
50846,North Africa,19/01/2018,2018,Jan,3,,3,,,3,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,20.668766,25.704798
50845,North Africa,19/01/2018,2018,Jan,1,,1,,1,,,Starvation,"Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,27.017461,14.435957
44631,US-Mexico Border,19/01/2018,2018,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Asia,4,33.68894989,35.97018398
44101,Central Asia,18/01/2018,2018,Jan,52,,52,5,,,,Medical,Bus fire,"Reuters, EurasiaNet, Asia News",,Central Asia,3,49.06485408,57.8601087
50841,North Africa,18/01/2018,2018,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,19.637414,26.623192
50844,Sub-Saharan Africa,18/01/2018,2018,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,24.482149,13.879626
50843,Sub-Saharan Africa,18/01/2018,2018,Jan,1,,1,,,1,,Medical,"Sickness and lack of access to medicines, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4mi),,Eastern Africa,2,-9.313345,32.770401
50842,North Africa,18/01/2018,2018,Jan,2,,2,,2,,,Starvation,"Starvation, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Africa,2,14.529806,-4.196529
50839,Sub-Saharan Africa,17/01/2018,2018,Jan,6,,6,,1,1,,Exposure,"Harsh weather/lack of adequate shelter, Suffocation",Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Northern America,5,31.9943161,-112.806239
50838,North Africa,17/01/2018,2018,Jan,3,,3,,1,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,27.011343,14.446939
44630,US-Mexico Border,17/01/2018,2018,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,14.71243,8.81383
50840,Sub-Saharan Africa,17/01/2018,2018,Jan,1,,1,,,1,1,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Africa,2,13.101281,-1.066468
44097,Mediterranean,16/01/2018,2018,Jan,2,,2,17,1,1,,Drowning,Drowning,"ObservAlgerie, Algerie Monde Infos",,Northern Africa,2,20.749731,26.768543
44096,Mediterranean,16/01/2018,2018,Jan,3,,3,,,3,2,Unknown,Unknown,"IOM Italy, Proactiva Open Arms",Central Mediterranean,Uncategorized,4,33.41609324,13.21331096
50837,North Africa,16/01/2018,2018,Jan,2,,2,,1,1,1,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4mi),Western Mediterranean,Uncategorized,3,35.85295401,-0.814755301
44093,North Africa,15/01/2018,2018,Jan,7,,7,20,,,,Drowning,"Drowning, Hypothermia, Malnutrition","Salvamento Marítimo, Europa Press",Western African,Uncategorized,5,28.99224023,-13.49585334
44095,US-Mexico Border,15/01/2018,2018,Jan,1,,1,,,,1,Hypothermia,Hypothermia,El Siglo de Durango,Central America to US,Central America,1,31.29990314,-110.9380298
50833,North Africa,15/01/2018,2018,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,22.100909,23.194329
50834,Sub-Saharan Africa,15/01/2018,2018,Jan,2,,2,,,2,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Africa,2,18.9951,12.892
50835,North Africa,15/01/2018,2018,Jan,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,23.719983,13.618827
50836,North Africa,15/01/2018,2018,Jan,2,,2,,,2,,Medical,"Sickness and lack of access to medicines, Vehicle Accident",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,18.07428,34.434548
44092,Europe,14/01/2018,2018,Jan,1,,1,,,1,,Electrocution,Electrocution on railway,"Le Parisien, Midi Libre, TV5 Monde",Central America to US,Northern America,5,32.3770211,-113.1654307
50832,Sub-Saharan Africa,14/01/2018,2018,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Africa,2,13.567446,2.108762
44629,US-Mexico Border,14/01/2018,2018,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Southern Europe,3,43.7743355,7.4931567
44091,Mediterranean,13/01/2018,2018,Jan,1,,1,,,1,,Drowning,Drowning,ObservAlgerie,Western Mediterranean,Uncategorized,1,36.0586544,0.061860512
44094,Europe,13/01/2018,2018,Jan,1,,1,,,1,,Train,Hit by train,"ANSA, Secolo Trentino",,Southern Europe,3,46.4982953,11.3547582
49482,South Asia,13/01/2018,2018,Jan,2,,2,,,2,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4mi),,Southern Asia,2,29.510267,65.421738
50831,North Africa,13/01/2018,2018,Jan,2,,2,,,2,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,22.78882,5.525811
50830,North Africa,12/01/2018,2018,Jan,2,,2,,,2,,Exposure,"Harsh weather/lack of adequate shelter, Suffocation",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,17.601362,34.474951
44090,Mediterranean,12/01/2018,2018,Jan,1,,1,,,1,,Drowning,Presumed drowning,El Watan,Western Mediterranean,Uncategorized,1,36.8012722,3.5686162
50829,Sub-Saharan Africa,11/01/2018,2018,Jan,1,,1,,,1,,Medical,"Sickness and lack of access to medicines, Suffocation",Mixed Migration Monitoring Mechanism Initiative (4mi),,Southern Europe,3,44.43824654,11.56951356
50827,North Africa,11/01/2018,2018,Jan,3,,3,,,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,21.943709,27.672666
44089,Europe,11/01/2018,2018,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,"Gazzetta del Sud, Bologna Today",,Western Africa,2,12.669425,-7.909603
50828,Sub-Saharan Africa,11/01/2018,2018,Jan,2,,2,,,2,2,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Africa,2,12.486464,1.513367
44088,Caribbean,10/01/2018,2018,Jan,5,13,18,,2,2,,Drowning,Presumed drowning,"El Nacional, El Nuevo Herald, Infobae, Noticias Curazao",,Northern Africa,2,21.079375,24.029864
50826,North Africa,10/01/2018,2018,Jan,2,,2,,,2,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Caribbean,3,12.14982949,-68.80590859
44086,Mediterranean,09/01/2018,2018,Jan,,100,100,16,,,,Drowning,Presumed drowning,"IOM Libya, Reuters, AFP, Libyan Navy",,Western Europe,3,50.93772776,1.949506614
44087,Mediterranean,09/01/2018,2018,Jan,3,8,11,43,,,,Drowning,Presumed drowning,Caminando Fronteras,Central Mediterranean,Uncategorized,5,33.46124617,14.63044773
44085,Europe,09/01/2018,2018,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,"La Voix du Nord, Le Parisien, Franceinfo",Western Mediterranean,Uncategorized,4,35.89100576,-5.659332275
50825,North Africa,08/01/2018,2018,Jan,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,31.876975,13.853232
44080,Mediterranean,07/01/2018,2018,Jan,2,10,12,270,2,,,Drowning,Presumed drowning,IOM Libya,Central Mediterranean,Uncategorized,4,32.98300233,13.76885206
44079,Mediterranean,06/01/2018,2018,Jan,8,56,64,86,6,2,5,Unknown,Unknown,"IOM Italy, SOS Méditerranée, MSF Sea",Central Mediterranean,Uncategorized,5,34.07838046,13.2682426
50824,North Africa,06/01/2018,2018,Jan,3,,3,,1,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,23.679744,14.058795
44078,Mediterranean,05/01/2018,2018,Jan,4,,4,4,,,,Drowning,Presumed drowning,Salvamento Marítimo,,Northern Africa,2,20.339476,26.619864
50823,North Africa,05/01/2018,2018,Jan,1,,1,,,1,,Starvation,"Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4mi),Western Mediterranean,Uncategorized,5,35.88053832,-5.519505224
44077,Mediterranean,04/01/2018,2018,Jan,1,,1,,,1,,Drowning,Presumed drowning,Andalucía Información,Western Mediterranean,Uncategorized,1,36.78467678,-6.580935209
44377,US-Mexico Border,04/01/2018,2018,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),"South Texas Human Rights Center, KRIS TV, Caller Times",Central America to US,Northern America,4,26.8077686,-98.118294
44054,US-Mexico Border,03/01/2018,2018,Jan,1,,1,,,1,,Drowning,Drowning,El Manana,,Northern Africa,2,24.642024,14.587863
50822,North Africa,03/01/2018,2018,Jan,2,,2,,1,1,,Starvation,"Starvation, Dehydration, Suffocation",Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Central America,1,26.06354885,-98.07603481
44645,Europe,02/01/2018,2018,Jan,,1,1,1,,,,Drowning,Presumed drowning,"IOM Slovenia, zurnal24.si",Central America to US,Northern America,4,27.2474839,-98.3788079
50821,North Africa,02/01/2018,2018,Jan,2,,2,,,2,,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Northern America,4,27.1058052,-98.146774
44375,US-Mexico Border,02/01/2018,2018,Jan,1,,1,,,,,Unknown,Unknown,"South Texas Human Rights Center, KRIS TV, Caller Times",Central America to US,Northern America,5,32.2732613,-111.6896884
44376,US-Mexico Border,02/01/2018,2018,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),"South Texas Human Rights Center, KRIS TV, Caller Times",Western Balkans,Southern Europe,1,45.55970618,15.29882071
44628,US-Mexico Border,02/01/2018,2018,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Northern Africa,2,21.284256,24.028913
44083,South America,01/01/2018,2018,Jan,4,,4,2,1,3,,Vehicle,Vehicle Accident,"El Nuevo Herald, O Globo, Diaro de Cuba",,South America,3,-33.51769914,-53.33420946
44598,Central America,31/12/2017,2017,Dec,1,,1,,,1,,Train,Hit by train,Bi Noticias,Central America to US,Northern America,5,27.8174487,-99.0128926
44369,US-Mexico Border,31/12/2017,2017,Dec,48,,48,,,,,Unknown,Mixed,Webb County Office of the Medical Examiner,Central America to US,Northern America,5,26.9730763,-99.1013498
44370,US-Mexico Border,31/12/2017,2017,Dec,3,,3,,,,,Unknown,Mixed,Webb County Office of the Medical Examiner,Central America to US,Northern America,5,26.995506,-98.7481167
44371,US-Mexico Border,31/12/2017,2017,Dec,2,,2,,,,,Unknown,Mixed,Webb County Office of the Medical Examiner,Central America to US,Northern America,5,29.8687682,-101.1617356
44373,US-Mexico Border,31/12/2017,2017,Dec,2,,2,,,,,Unknown,Mixed,Webb County Office of the Medical Examiner,Central America to US,Northern America,5,28.2758921,-99.1013498
44374,US-Mexico Border,31/12/2017,2017,Dec,4,,4,,,,,Unknown,Mixed,Webb County Office of the Medical Examiner,Central America to US,Northern America,5,28.4116514,-99.8124935
44391,US-Mexico Border,31/12/2017,2017,Dec,2,,2,,,,,Unknown,Mixed,"South Texas Human Rights Center, Webb County Office of the Medical Examiner",Central America to US,Northern America,5,27.0273057,-98.2212979
44393,US-Mexico Border,31/12/2017,2017,Dec,4,,4,,,4,,Unknown,Mixed,San Diego County Office of Vital Records,Central America to US,Northern America,5,31.8039824,-106.2051484
44689,Central America,31/12/2017,2017,Dec,7,,7,,,,,Unknown,Mixed,Ministerio Público Región de Darién via TVN Noticias,Central America to US,Northern America,5,32.7157305,-117.1610966
50820,North Africa,31/12/2017,2017,Dec,2,,2,,,2,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4mi),Central America to US,Central America,1,21.94616851,-102.2833209
44372,US-Mexico Border,31/12/2017,2017,Dec,1,,1,,,,,Unknown,Unknown,Webb County Office of the Medical Examiner,Darien Gap,Central America,1,7.736847452,-77.54837036
44392,US-Mexico Border,31/12/2017,2017,Dec,1,,1,,,,,Vehicle,Vehicle Accident,El Paso Sector Border Patrol,,Northern Africa,2,27.016237,14.430466
44064,US-Mexico Border,30/12/2017,2017,Dec,1,,1,,,,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.137605,-112.6652585
44068,Europe,29/12/2017,2017,Dec,1,,1,,,1,,Accident,Crushed in back of truck,The Local,,Western Europe,3,50.9340765,1.9102149
44361,Central America,28/12/2017,2017,Dec,1,,1,,,1,,Train,Hit by train,NVI Noticias,,Southern Europe,3,40.97682014,26.30950928
44067,Europe,28/12/2017,2017,Dec,1,,1,,,1,,Drowning,Presumed drowning,The New Arab,Central America to US,Central America,1,16.5611537,-94.6138639
44348,North Africa,27/12/2017,2017,Dec,2,,2,,,2,,Dehydration,Dehydration,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,7.986535,16.9741689
44066,Europe,27/12/2017,2017,Dec,1,,1,,,1,,Fall,Fall,France Bleu,,Northern Africa,2,21.66503906,27.88794267
44347,Sub-Saharan Africa,27/12/2017,2017,Dec,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Europe,3,43.76723018,7.448348116
44345,Sub-Saharan Africa,26/12/2017,2017,Dec,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,7.986535,16.9741689
50819,North Africa,26/12/2017,2017,Dec,2,,2,,2,,1,Medical,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Africa,2,-8.0028892,12.6392316
49478,South Asia,26/12/2017,2017,Dec,1,,1,,1,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),,Southern Asia,2,28.58381,77.247466
44346,Sub-Saharan Africa,26/12/2017,2017,Dec,2,,2,,,2,2,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,24.081574,14.500012
44074,Mediterranean,25/12/2017,2017,Dec,1,,1,,,1,1,Drowning,Presumed drowning,Daily Sabah,,Southern Asia,4,28.7620739,51.5150077
44075,Central America,25/12/2017,2017,Dec,1,,1,,,1,,Shot,Shot,Conexión Migrante,,Southern Asia,2,28.58381,77.247466
49476,South Asia,25/12/2017,2017,Dec,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),Eastern Mediterranean,Uncategorized,1,38.43018903,27.10231392
44561,South Asia,25/12/2017,2017,Dec,1,,1,,,1,,Vehicle,Vehicle Accident,IOM Afghanistan,Central America to US,Central America,1,14.9055599,-92.2634206
44344,North Africa,24/12/2017,2017,Dec,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.66357422,18.51119127
50818,North Africa,24/12/2017,2017,Dec,3,,3,,,3,,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,23.920992,13.178661
50817,North Africa,24/12/2017,2017,Dec,3,,3,,1,1,,Starvation,"Starvation, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,27.001479,14.429019
44073,US-Mexico Border,23/12/2017,2017,Dec,1,,1,,,1,,Drowning,Drowning,La Jornada,,Northern Africa,2,14.053676,31.7975831
44341,Sub-Saharan Africa,23/12/2017,2017,Dec,1,,1,,1,,1,Shot,Shot,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.6158803,13.3132472
44342,North Africa,23/12/2017,2017,Dec,1,,1,,,1,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.4495221,32.7811016
44343,North Africa,23/12/2017,2017,Dec,2,,2,,2,,1,Starvation,"Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,22.60986328,29.20042317
50816,North Africa,23/12/2017,2017,Dec,2,,2,,,2,,Starvation,"Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,21.284256,23.109152
44340,North Africa,23/12/2017,2017,Dec,3,,3,,,,,Starvation,"Starvation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,1,28.9480229,-100.6239711
44072,US-Mexico Border,23/12/2017,2017,Dec,1,,1,,,,,Unknown,Unknown (skeletal remains),Zócalo,Central America to US,Central America,1,27.48067749,-99.4793635
44339,Sub-Saharan Africa,22/12/2017,2017,Dec,1,,1,,1,,,Abuse,"Excessive Physical Abuse, Sexual abuse, Shot or stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),Western Mediterranean,Uncategorized,3,35.87804972,-5.327972174
44070,Mediterranean,22/12/2017,2017,Dec,1,,1,,,1,,Drowning,Presumed drowning,"Público, Ceuta Actualidad, La Sexta",Central Mediterranean,Uncategorized,4,32.92640983,13.11306071
44071,Mediterranean,22/12/2017,2017,Dec,1,,1,,,,,Drowning,Presumed drowning,IOM Libya,,Central Africa,2,9.7678687,4.0510564
50814,North Africa,22/12/2017,2017,Dec,2,,2,,,2,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,20.463043,26.488741
50815,North Africa,22/12/2017,2017,Dec,2,,2,,,2,,Medical,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,23.840626,13.270216
44065,Europe,21/12/2017,2017,Dec,1,,1,,,1,1,Vehicle,Hit by truck,"L'Express, The Guardian",,Northern Africa,2,32.8998293,24.088938
44686,Middle East,21/12/2017,2017,Dec,7,,7,,,,2,Shot,Shot,Human Rights Watch,,Western Africa,2,-0.0233208,14.0246473
44336,Sub-Saharan Africa,21/12/2017,2017,Dec,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.53466797,24.29735338
44337,North Africa,21/12/2017,2017,Dec,2,,2,,2,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,29.39941406,17.78040105
50812,North Africa,21/12/2017,2017,Dec,2,,2,,1,1,,Medical,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Western Asia,4,35.99212098,36.28564285
50813,North Africa,21/12/2017,2017,Dec,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,23.719983,14.848483
44335,North Africa,21/12/2017,2017,Dec,2,,2,,,2,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.920992,14.105276
44338,North Africa,21/12/2017,2017,Dec,2,,2,,,2,,Starvation,"Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4Mi),Calais to United Kingdom,Western Europe,3,50.95302026,1.919110805
44332,Horn of Africa,20/12/2017,2017,Dec,1,,1,,1,,,Dehydration,"Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,20.1402594,30.214647
44329,North Africa,20/12/2017,2017,Dec,1,,1,,,1,,Abuse,Excessive Physical Abuse,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,33.22917696,14.10154491
44330,North Africa,20/12/2017,2017,Dec,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,14.053676,31.7975831
44333,Sub-Saharan Africa,20/12/2017,2017,Dec,3,,3,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,36.47476259,15.10415543
44331,North Africa,20/12/2017,2017,Dec,4,,4,,,4,,Starvation,"Starvation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,13.6261424,21.9354499
44334,North Africa,20/12/2017,2017,Dec,2,,2,,,2,,Starvation,"Starvation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.4495221,32.7811016
44560,South Asia,20/12/2017,2017,Dec,1,,1,,,1,,Vehicle,Vehicle Accident,IOM Afghanistan,,Southern Asia,4,29.4850089,57.6439048
44052,Middle East,19/12/2017,2017,Dec,1,,1,,,1,,Hypothermia,Hypothermia,"Daily Sabah, Son Haberler, Milliyet",,Northern Africa,2,20.1402594,30.214647
44327,North Africa,19/12/2017,2017,Dec,1,,1,,,1,,Shot,"Shot, Stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,14.10644531,29.05151784
44328,North Africa,19/12/2017,2017,Dec,1,,1,,1,,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Asia,3,41.6771297,26.5557145
44053,Central America,19/12/2017,2017,Dec,6,,6,,1,5,1,Vehicle,Vehicle Accident,"El Heraldo, La Tribuna, La Verdad",Central America to US,Central America,3,23.82739723,-99.17544768
44082,Central America,18/12/2017,2017,Dec,1,,1,,,1,,Train,Hit by train,Nuevo Día Nogales,Central America to US,Northern America,5,32.0648206,-112.4726439
44063,US-Mexico Border,18/12/2017,2017,Dec,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Central America,1,29.4898769,-110.7218061
44326,North Africa,17/12/2017,2017,Dec,3,,3,,,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,13.85375977,28.46401318
44324,North Africa,16/12/2017,2017,Dec,5,,5,,,5,,Dehydration,"Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.4495221,32.7811016
44325,North Africa,16/12/2017,2017,Dec,7,,7,,,7,,Dehydration,"Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.91992188,24.53744172
44036,Mediterranean,16/12/2017,2017,Dec,,3,3,20,,,,Drowning,Presumed drowning,"Caminando Fronteras, Alarm Phone",,Northern Africa,2,14.23828125,24.55742843
44323,North Africa,16/12/2017,2017,Dec,3,,3,,,3,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),Western Mediterranean,Uncategorized,5,35.88283311,-5.803099736
44051,South Asia,16/12/2017,2017,Dec,5,,5,,,5,2,Vehicle,Vehicle Accident,IOM Afghanistan,,Southern Asia,4,32.44966543,52.16308594
44321,North Africa,15/12/2017,2017,Dec,4,,4,,,,,Dehydration,"Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),Western Mediterranean,Uncategorized,4,36.12509567,-5.169511656
50811,North Africa,15/12/2017,2017,Dec,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4mi),,Northern Africa,2,15.57861328,25.21519168
44322,North Africa,15/12/2017,2017,Dec,1,,1,,,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,12.5642261,32.7473047
49469,South Asia,15/12/2017,2017,Dec,1,,1,,,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),,Southern Asia,2,28.720014,61.538556
49470,South Asia,15/12/2017,2017,Dec,1,,1,,,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),,Southern Asia,2,28.487687,61.797528
49471,South Asia,15/12/2017,2017,Dec,3,,3,,1,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4mi),,Southern Asia,2,28.352186,62.374728
44050,Mediterranean,15/12/2017,2017,Dec,1,,1,4,,1,,Unknown,Unknown (found on dinghy),"Spanish Red Cross, Europa Sur, El Diario de Sevilla, La Voz Digital",,Northern Africa,2,27.017231,14.455049
44027,Mediterranean,14/12/2017,2017,Dec,1,,1,68,,,,Drowning,Drowning,Salvamento Marítimo,,Southern Asia,4,33.2771073,52.3613378
44037,US-Mexico Border,14/12/2017,2017,Dec,1,,1,,,,,Hypothermia,Hypothermia,U.S. Border Patrol,Western Mediterranean,Uncategorized,5,35.9389086,-3.180596302
44559,South Asia,14/12/2017,2017,Dec,1,,1,,,1,,Vehicle,Vehicle Accident,IOM Afghanistan,Central America to US,Uncategorized,5,27.07179562,-98.26502101
